




##########################################################################################
#CLERIC SPELL ACCESS FOR RAINBOW Servant##################################################
##########################################################################################
Arcane Cleric Spell 3 (Affliction)	KEY:Arcane Cleric Spell ~ Affliction	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Affliction	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Cleric Spell 1 (Ironguts)	KEY:Arcane Cleric Spell ~ Ironguts	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Ironguts	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Light of Lunia)	KEY:Arcane Cleric Spell ~ Light of Lunia	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Light of Lunia	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Locate Water)	KEY:Arcane Cleric Spell ~ Locate Water	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Locate Water	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Magic Stone)	KEY:Arcane Cleric Spell ~ Magic Stone	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Magic Stone	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Magic Weapon)	KEY:Arcane Cleric Spell ~ Magic Weapon	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Magic Weapon	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Moon Lust)	KEY:Arcane Cleric Spell ~ Moon Lust	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Moon Lust	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Necrotic Awareness)	KEY:Arcane Cleric Spell ~ Necrotic Awareness	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Necrotic Awareness	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Nightshield)	KEY:Arcane Cleric Spell ~ Nightshield	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Nightshield	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Nimbus of Light)	KEY:Arcane Cleric Spell ~ Nimbus of Light	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Nimbus of Light	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Obscuring Mist)	KEY:Arcane Cleric Spell ~ Obscuring Mist	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Obscuring Mist	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Omen of Peril)	KEY:Arcane Cleric Spell ~ Omen of Peril	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Omen of Peril	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Painless Death)	KEY:Arcane Cleric Spell ~ Painless Death	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Painless Death	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Peacebond)	KEY:Arcane Cleric Spell ~ Peacebond	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Peacebond	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Pleasant Visage)	KEY:Arcane Cleric Spell ~ Pleasant Visage	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Pleasant Visage	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Portal Beacon)	KEY:Arcane Cleric Spell ~ Portal Beacon	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Portal Beacon	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Protection From Incarnum)	KEY:Arcane Cleric Spell ~ Protection From Incarnum	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Protection From Incarnum	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Protection from Chaos)	KEY:Arcane Cleric Spell ~ Protection from Chaos	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Protection from Chaos	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Protection from Evil)	KEY:Arcane Cleric Spell ~ Protection from Evil	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Protection from Evil	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Protection from Good)	KEY:Arcane Cleric Spell ~ Protection from Good	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Protection from Good	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Protection from Law)	KEY:Arcane Cleric Spell ~ Protection from Law	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Protection from Law	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Ray of Resurgence)	KEY:Arcane Cleric Spell ~ Ray of Resurgence	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Ray of Resurgence	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Reaving Aura)	KEY:Arcane Cleric Spell ~ Reaving Aura	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Reaving Aura	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Remove Fear)	KEY:Arcane Cleric Spell ~ Remove Fear	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Remove Fear	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Resist Planar Alignment)	KEY:Arcane Cleric Spell ~ Resist Planar Alignment	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Resist Planar Alignment	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Resurgence)	KEY:Arcane Cleric Spell ~ Resurgence	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Resurgence	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Rosemantle)	KEY:Arcane Cleric Spell ~ Rosemantle	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Rosemantle	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Sacrificial Skill)	KEY:Arcane Cleric Spell ~ Sacrificial Skill	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Sacrificial Skill	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Sanctuary)	KEY:Arcane Cleric Spell ~ Sanctuary	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Sanctuary	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Scholar's Touch)	KEY:Arcane Cleric Spell ~ Scholar's Touch	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Scholar's Touch	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Shield of Faith)	KEY:Arcane Cleric Spell ~ Shield of Faith	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Shield of Faith	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Shivering Touch, Lesser)	KEY:Arcane Cleric Spell ~ Shivering Touch_ Lesser	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Shivering Touch (Lesser)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Sign)	KEY:Arcane Cleric Spell ~ Sign	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Sign	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Slow Consumption)	KEY:Arcane Cleric Spell ~ Slow Consumption	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Slow Consumption	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Snowshoes)	KEY:Arcane Cleric Spell ~ Snowshoes	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Snowshoes	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Sorrow)	KEY:Arcane Cleric Spell ~ Sorrow	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Sorrow	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Spell Flower)	KEY:Arcane Cleric Spell ~ Spell Flower	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Spell Flower	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Spider Hand)	KEY:Arcane Cleric Spell ~ Spider Hand	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Spider Hand	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Spittle Spray)	KEY:Arcane Cleric Spell ~ Spittle Spray	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Spittle Spray	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Stupor)	KEY:Arcane Cleric Spell ~ Stupor	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Stupor	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Summon Monster I)	KEY:Arcane Cleric Spell ~ Summon Monster I	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Summon Monster I	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Summon Undead I)	KEY:Arcane Cleric Spell ~ Summon Undead I	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Summon Undead I	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Suspend Disease)	KEY:Arcane Cleric Spell ~ Suspend Disease	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Suspend Disease	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Talons)	KEY:Arcane Cleric Spell ~ Talons	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Talons	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Tongue of Baalzebul)	KEY:Arcane Cleric Spell ~ Tongue of Baalzebul	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Tongue of Baalzebul	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Updraft)	KEY:Arcane Cleric Spell ~ Updraft	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Updraft	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Vigor, Lesser)	KEY:Arcane Cleric Spell ~ Vigor_ Lesser	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Vigor (Lesser)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Vision of Glory)	KEY:Arcane Cleric Spell ~ Vision of Glory	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Vision of Glory	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Wieldskill)	KEY:Arcane Cleric Spell ~ Wieldskill	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Wieldskill	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 1 (Wings of the Sea)	KEY:Arcane Cleric Spell ~ Wings of the Sea	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level1	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=1|Wings of the Sea	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=1
Arcane Cleric Spell 2 (Adept Spirit)	KEY:Arcane Cleric Spell ~ Adept Spirit	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Adept Spirit	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Aid)	KEY:Arcane Cleric Spell ~ Aid	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Aid	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Align Weapon)	KEY:Arcane Cleric Spell ~ Align Weapon	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Align Weapon	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Animalistic Power)	KEY:Arcane Cleric Spell ~ Animalistic Power	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Animalistic Power	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Augury)	KEY:Arcane Cleric Spell ~ Augury	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Augury	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Aura Against Flame)	KEY:Arcane Cleric Spell ~ Aura Against Flame	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Aura Against Flame	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Avoid Planar Effects)	KEY:Arcane Cleric Spell ~ Avoid Planar Effects	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Avoid Planar Effects	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Balor Nimbus)	KEY:Arcane Cleric Spell ~ Balor Nimbus	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Balor Nimbus	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Bear's Endurance)	KEY:Arcane Cleric Spell ~ Bear's Endurance	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Bear's Endurance	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Benediction)	KEY:Arcane Cleric Spell ~ Benediction	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Benediction	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Bewildering Substitution)	KEY:Arcane Cleric Spell ~ Bewildering Substitution	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Bewildering Substitution	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Bewildering Visions)	KEY:Arcane Cleric Spell ~ Bewildering Visions	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Bewildering Visions	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Black Karma Curse)	KEY:Arcane Cleric Spell ~ Black Karma Curse	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Black Karma Curse	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Black Lungs)	KEY:Arcane Cleric Spell ~ Black Lungs	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Black Lungs	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Black Talon)	KEY:Arcane Cleric Spell ~ Black Talon	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Black Talon	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Blade Brothers)	KEY:Arcane Cleric Spell ~ Blade Brothers	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Blade Brothers	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Blood Snow)	KEY:Arcane Cleric Spell ~ Blood Snow	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Blood Snow	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Blood Wind)	KEY:Arcane Cleric Spell ~ Blood Wind	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Blood Wind	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Body Blades)	KEY:Arcane Cleric Spell ~ Body Blades	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Body Blades	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Body Ward)	KEY:Arcane Cleric Spell ~ Body Ward	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Body Ward	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Brambles)	KEY:Arcane Cleric Spell ~ Brambles	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Brambles	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Brumal Stiffening)	KEY:Arcane Cleric Spell ~ Brumal Stiffening	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Brumal Stiffening	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Bull's Strength)	KEY:Arcane Cleric Spell ~ Bull's Strength	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Bull's Strength	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Calm Emotions)	KEY:Arcane Cleric Spell ~ Calm Emotions	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Calm Emotions	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Close Wounds)	KEY:Arcane Cleric Spell ~ Close Wounds	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Close Wounds	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Cloud of Knives)	KEY:Arcane Cleric Spell ~ Cloud of Knives	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Cloud of Knives	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Conduit of Life)	KEY:Arcane Cleric Spell ~ Conduit of Life	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Conduit of Life	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Conjure Ice Beast II)	KEY:Arcane Cleric Spell ~ Conjure Ice Beast II	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Conjure Ice Beast II	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Conjure Ice Object)	KEY:Arcane Cleric Spell ~ Conjure Ice Object	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Conjure Ice Object	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Consecrate)	KEY:Arcane Cleric Spell ~ Consecrate	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Consecrate	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Cleric Spell 2 (Cure Moderate Wounds)	KEY:Arcane Cleric Spell ~ Cure Moderate Wounds	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Cure Moderate Wounds	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
